id|identifier|fullName|otherNames|legalForm|predecessor|successor|address|buildingNumber|street|municipality|postalCodes|country|establishmentDate|terminationDate
4588796|00177474|Dobrovoľná požiarna ochrana Slovenskej republiky||Združenie (zväz, spolok, spoločnosť, klub ai.)||||17|Kutuzovova|Bratislava - mestská časť Nové Mesto|['83103']|Slovenská republika|1991-04-09|
5486782|50082001|Človek v ohrození, n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||5|Baštová|Bratislava - mestská časť Staré Mesto|['811 03']|Slovenská republika|2016-01-05|
2775071|||||||||||||1993-06-18|2004-12-31
908680|36605352|ASTHERM, spol. s r.o.||Spoločnosť s ručením obmedzeným||||1|Močarianska|Michalovce|['07101']|Slovenská republika|2006-03-28|
435083|36648752|eR STAR s.r.o.||Spoločnosť s ručením obmedzeným||||75|Tr. SNP|Banská Bystrica|['97401']|Slovenská republika|2006-05-13|
866880|44555156|Organika s.r.o.||Spoločnosť s ručením obmedzeným||||3467/8|Slnečná|Piešťany|['92101']|Slovenská republika|2008-12-19|
461130|36631906|ZOFF, spol.s r.o.||Spoločnosť s ručením obmedzeným||||36|Slnečná|Banská Bystrica|['97404']|Slovenská republika|2004-10-29|
641972|46324038|MG PROJECT s.r.o.||Spoločnosť s ručením obmedzeným||||12|sv. Anny|Podolínec|['065 03']|Slovenská republika|2011-08-31|
9370158|00331759|Obec Michaľany||Obec (obecný úrad), mesto (mestský úrad)|||Michaľany, Hlavná ulica 108/89|89|Hlavná ulica|Michaľany|['07614']|Slovenská republika|1973-07-01|
9625768|51812711|Michal Janočo ml.||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||12|Mlynská|Vechec|['09412']|Slovenská republika|2018-06-22|
3579202|34570918|Ing. Janka Herpáková A.D.E. - TOP||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Kochanovce|['06601']|Slovenská republika|1996-11-27|
737200|44040148|Trebišovský Auto HE s. r. o.||Spoločnosť s ručením obmedzeným||||102/6164|Mierová|Humenné|['06601']|Slovenská republika|2008-03-18|
668889|31668879|||Spoločnosť s ručením obmedzeným|||||||||1993-03-17|2024-09-28
591149|47342242|Deutsch-Slowakische Akademien, a.s.||Akciová spoločnosť||||136/5|Školská|Brezno|['97701']|Slovenská republika|2013-08-10|
15634835|53532058|FEROVOPARK s.r.o.||Spoločnosť s ručením obmedzeným||||7|Rakovec nad Ondavou|Rakovec nad Ondavou|['07203']|Slovenská republika|2021-04-01|
2675637|17293600|Ing. Ján Hajduk - ELCOMP||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||1167|Hronského|Vranov nad Topľou|['09301']|Slovenská republika|1992-09-29|
851170|36227552|MANNET spol. s r.o.||Spoločnosť s ručením obmedzeným||||616/13|Družstevná|Madunice|['92242']|Slovenská republika|1998-04-15|
9370993|00332658|Obec Pavlovce||Obec (obecný úrad), mesto (mestský úrad)|||Pavlovce, Pavlovce 143|143|Pavlovce|Pavlovce|['09431']|Slovenská republika|1973-07-01|
1349904|32469535|Ing. Vladimír Vagaský - GART - ART||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||14|Jasuschova|Košice - mestská časť Sídlisko KVP|['04023']|Slovenská republika|1994-12-01|
16375055|54706556|Kubero s.r.o.||Spoločnosť s ručením obmedzeným||||10015/7|J.Bottu|Zvolen|['96001']|Slovenská republika|2022-07-07|
816989|48189308|MOAD s.r.o.||Spoločnosť s ručením obmedzeným||||6|Jesenná|Košice|['04001']|Slovenská republika|2015-06-06|
15734894|53859821|LENGVARSKÝ, s. r. o.||Spoločnosť s ručením obmedzeným||||1651|Dobrianskeho|Vranov nad Topľou|['093 01']|Slovenská republika|2021-06-09|
606246|46150749|SEAK, s.r.o.||Spoločnosť s ručením obmedzeným||||11934/92|Slanská|Prešov|['080 06']|Slovenská republika|2011-05-05|
9732585|52045331|Scholmobile, s.r.o.||Spoločnosť s ručením obmedzeným||||1740/44|Kuzmányho nábrežie|Zvolen|['96001']|Slovenská republika|2018-11-14|
9389143|36076643|Operačné stredisko záchrannej zdravotnej služby Slovenskej republiky||Príspevková organizácia|||Bratislava - mestská časť Ružinov, Trnavská cesta 8/A, 82108, Slovenská republika|8/A|Trnavská cesta|Bratislava - mestská časť Ružinov|['82108']|Slovenská republika|2005-07-15|
1853132|11959347|Ján Stanko Drevostav||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Pavlovce nad Uhom|['07214']|Slovenská republika|1992-08-25|
381371|36754579|PAK-INVEST, s.r.o.||Spoločnosť s ručením obmedzeným||||157/20|Kovarská|Chrabrany|['95501']|Slovenská republika|2007-03-20|
1770638|33889741|Ing. Marta Nachtmannová Účtovníctvo||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Zalužice|['07234']|Slovenská republika|1996-04-01|
757085|36211451|FÚRA s.r.o.||Spoločnosť s ručením obmedzeným||||98|Rastislavova|Košice - mestská časť Juh|['04346']|Slovenská republika|2001-12-19|
10082556|52662420|MATTA DUŠAN s. r. o.||Spoločnosť s ručením obmedzeným||||341||Vyšný Žipov|['09433']|Slovenská republika|2019-11-08|
6515713|50144839|adsupra s.r.o.||Spoločnosť s ručením obmedzeným||||18/35|Hlavná|Nižný Klátov|['044 12']|Slovenská republika|2016-02-04|
614133|43818030|DD21 s.r.o.||Spoločnosť s ručením obmedzeným||||107|Švábska|Prešov|['08005']|Slovenská republika|2007-11-23|
711184|35812401|EM CARD a.s.||Akciová spoločnosť||||7|Bánovská cesta|Žilina|['01001']|Slovenská republika|2001-05-22|
782385|36504459|Agrodružstvo v Soli||Družstvo||||12||Soľ|['09435']|Slovenská republika|2005-04-07|
643712|47421932|HSV Trade, s.r.o.||Spoločnosť s ručením obmedzeným||||11|Petrovce|Hanušovce nad Topľou|['09431']|Slovenská republika|2013-09-25|
14638624|53072171|Osobnyudaj.sk - DPO, s.r.o.||Spoločnosť s ručením obmedzeným||||3/A|Námestie osloboditeľov|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2020-06-04|
6229870|50105060|Adventuredsports s.r.o.||Spoločnosť s ručením obmedzeným||||461|Hlavná|Vechec|['09412']|Slovenská republika|2015-12-31|
2697940|41390202|Miroslav Dzurik||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||26C|Lúčna|Vranov nad Topľou|['09301']|Slovenská republika|2004-12-02|
1011495|31322051|Union poisťovňa, a. s.||Akciová spoločnosť||||10|Karadžičova|Bratislava|['81360']|Slovenská republika|1992-05-01|
14781712|53255879|VR Security, s. r. o.||Spoločnosť s ručením obmedzeným||||189/68|Mlynská|Spišský Štiavnik|['05914']|Slovenská republika|2020-09-01|
3221127|40639606|Slavko Jurko - JS Agrotechnika||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Medzany|['08221']|Slovenská republika|2003-05-12|
820009|46604049|STEBERG s.r.o.||Spoločnosť s ručením obmedzeným||||2856/61|Kolónia|Galanta|['92401']|Slovenská republika|2012-04-06|
704918|36858650|L+H KOM s.r.o.||Spoločnosť s ručením obmedzeným||||17|Vihorlatská|Prešov|['08001']|Slovenská republika|2008-06-12|
694254|47822821|B - SERVIS s.r.o.||Spoločnosť s ručením obmedzeným||||431|Hlavná|Sečovská Polianka|['09414']|Slovenská republika|2014-06-24|
2729343|33266875|Štefan Tomáš||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Zámutov|['09415']|Slovenská republika|1992-12-16|
9368715|51204452|PB bau, s.r.o.||Spoločnosť s ručením obmedzeným||||259|Gaštanová|Strážske|['07222']|Slovenská republika|2017-11-22|
760584|44103930|GASTRO-GALAXI, s.r.o.||Spoločnosť s ručením obmedzeným||||16|Slovenská|Prešov|['08001']|Slovenská republika|2008-04-25|
821611|36474711|DELTA ONLINE spol. s r.o.||Spoločnosť s ručením obmedzeným||||2|Pri salaši|Košice - mestská časť Barca|['04017']|Slovenská republika|2001-08-21|
1029229|31373861|Linde Gas s. r. o.||Spoločnosť s ručením obmedzeným||||3|Tuhovská|Bratislava - mestská časť Vajnory|['83106']|Slovenská republika|1994-06-17|
531099|43995187|T-MAPY s. r. o.||Spoločnosť s ručením obmedzeným||||49|Dvojkrížna|Bratislava - mestská časť Podunajské Biskupice|['821 06']|Slovenská republika|2008-02-28|
714744|45402582|BISMONT, s. r. o.||Spoločnosť s ručením obmedzeným||||330|Cintorínska|Vranov nad Topľou|['09303']|Slovenská republika|2010-03-18|
791565|35905883|MIRAKL PHARMA, s.r.o.||Spoločnosť s ručením obmedzeným||||8/A|Moldavská cesta|Košice|['04011']|Slovenská republika|2004-10-30|
784011|31714838|Poľnohospodárske obchodné družstvo Vechec||Družstvo||||||Vechec|['09412']|Slovenská republika|1995-10-10|
1077273|47042397|ATbuilding s.r.o.||Spoločnosť s ručením obmedzeným||||5|Varšavská|Košice-Sídlisko Ťahanovce|['04013']|Slovenská republika|2013-03-01|
14776182|42382301|POZEMKOVÉ SPOLOČENSTVO - Pasienková a urbárska spoločnosť ZLATNÍK||Pozemkové spoločenstvo||||21|Zlatník|Zlatník|['09433']|Slovenská republika|2014-06-09|
9641301|36151475|JUDr. Beáta Krausová, advokátka||Slobodné povolanie-fyzická osoba podnikajúca na základe iného ako živnostenského zákona||||137|M.R. Štefánika|Vranov nad Topľou|['09301']|Slovenská republika|1997-03-11|
3096503|||||||||||||2002-07-01|2024-06-29
4736268|42235316|PRIMA Siberian Husky klub||Združenie (zväz, spolok, spoločnosť, klub ai.)||||217|M.R.Štefánika|Vranov nad Topľou|['09301']|Slovenská republika|2012-02-28|
778504|36168335|ARPROG, akciová spoločnosť Poprad||Akciová spoločnosť||||3292/3|Hodžova|Poprad|['05801']|Slovenská republika|1997-01-01|
704876|31575951|Prima banka Slovensko, a.s.||Akciová spoločnosť||||11|Hodžova|Žilina|['01011']|Slovenská republika|1993-01-01|
9370084|00332283|Obec Cabov||Obec (obecný úrad), mesto (mestský úrad)|||Cabov, Cabov 126|126|Cabov|Cabov|['09414']|Slovenská republika|1973-07-01|
9369747|00331953|Obec Stankovce||Obec (obecný úrad), mesto (mestský úrad)|||Stankovce, Hlavná 1|1|Hlavná|Stankovce|['07661']|Slovenská republika|1973-07-01|
2899751|43387926|Mária Ovšaníková, REŠTAURÁCIA DELTA||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||70|SNP|Hranovnica|['05916']|Slovenská republika|1992-02-10|
572732|36640468|SCRAPMET SLOVAKIA s.r.o.||Spoločnosť s ručením obmedzeným||||10|Robotnícka|Banská Bystrica|['97401']|Slovenská republika|2005-08-18|
2020740|11906022|Marian Šupa||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||164|Hollého|Veľké Kostoľany|['92207']|Slovenská republika|1992-09-23|
4729865|42407001|Pomoc psíkom na východnom Slovensku||Združenie (zväz, spolok, spoločnosť, klub ai.)||||41|Jána Erdélyiho|Veľké Kapušany|['07901']|Slovenská republika|2015-02-09|
645568|43844456|ENERGOTRADING, s. r. o.||Spoločnosť s ručením obmedzeným||||831/83|Lúčna|Vranov nad Topľou|['09301']|Slovenská republika|2007-12-07|
15716012|53741439|Max Telekom s.r.o.||Spoločnosť s ručením obmedzeným||||10|Sokolovská|Košice - mestská časť Západ|['04011']|Slovenská republika|2021-05-20|
1003961|00653501|||Akciová spoločnosť|||||||||1991-01-04|2022-02-09
699382|45595151|TESAR - DACH s.r.o.||Spoločnosť s ručením obmedzeným||||2497|Jasenovská|Humenné|['06601']|Slovenská republika|2010-06-05|
938567|31681051|MEVA-SK s.r.o. Rožňava||Spoločnosť s ručením obmedzeným||||574|Krátka|Brzotín, časť Bak|['04951']|Slovenská republika|1993-11-26|
9370674|00332852|Obec Slovenská Kajňa||Obec (obecný úrad), mesto (mestský úrad)|||Slovenská Kajňa, Hlavná ulica 4/6, 09402, Slovenská republika|6|Hlavná ulica|Slovenská Kajňa|['09402']|Slovenská republika|1973-07-01|
16317134|54669464|Úrad pre územné plánovanie a výstavbu Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Nové Mesto, Tomášikova 14366/64A, 83104, Slovenská republika|64A|Tomášikova|Bratislava - mestská časť Nové Mesto|['83104']|Slovenská republika|2022-06-01|
12232647|52886191|Porubské služby, s.r.o.||Spoločnosť s ručením obmedzeným||||136/159|Hlavná|Kamenná Poruba|['01314']|Slovenská republika|2020-01-28|
9111164|50751182|POKOJ & RP||Združenie (zväz, spolok, spoločnosť, klub ai.)||||107|Mlynská|Vranov nad Topľou|['09301']|Slovenská republika|2017-02-22|
829700|31329217|Slovak Parcel Service s.r.o.||Spoločnosť s ručením obmedzeným||||1|Senecká cesta|Ivanka pri Dunaji|['90028']|Slovenská republika|1992-07-27|
17765804|56259131|SEGEDINSON s. r. o.||Spoločnosť s ručením obmedzeným||||1080/7|Azovská|Bratislava - mestská časť Ružinov|['82108']|Slovenská republika|2024-05-12|
9370145|00332577|Obec Michalok||Obec (obecný úrad), mesto (mestský úrad)|||Michalok, Michalok 62|62|Michalok|Michalok|['09423']|Slovenská republika|1973-07-01|
744748|46590641|PERUVIAN, s. r. o.||Spoločnosť s ručením obmedzeným||||910/3|Andrusovova|Bratislava|['85101']|Slovenská republika|2012-03-21|
562638|45585954|VAAT, spol. s r.o.||Spoločnosť s ručením obmedzeným||||110|Žilinská Lehota|Žilina|['01001']|Slovenská republika|2010-06-04|
966045|17639727|KONNEX s.r.o.||Spoločnosť s ručením obmedzeným||||9|Trstínska cesta|Trnava|['91701']|Slovenská republika|1991-04-11|
538085|46862439|Ultima Ratio, s.r.o.||Spoločnosť s ručením obmedzeným||||2|Belopotockého|Liptovský Mikuláš|['03101']|Slovenská republika|2012-11-22|
260965|36347779|KOLTEN, spol. s r.o.||Spoločnosť s ručením obmedzeným||||I. 2424/33|Severná ulica|Prievidza|['97101']|Slovenská republika|2005-09-28|
1012720|35979798|NATUR-PACK, a.s.||Akciová spoločnosť||||25|Bajkalská|Bratislava - mestská časť Ružinov|['821 01']|Slovenská republika|2006-02-16|
15814024|54006805|Školská jedáleň, Sídlisko II 1336, Vranov nad Topľou||Rozpočtová organizácia||||1336|Sídlisko II|Vranov nad Topľou||Slovenská republika|2021-09-01|
15563931|||||||||||||2021-03-05|2024-04-20
2760028|40054055|Martin Haľko||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||3|Nová|Bystré|['09434']|Slovenská republika|2002-03-11|
9745275|42234239|Gréckokatolícke formačné centrum pre Rómov v Čičave||Cirkevná organizácia|||Čičava, 74, 09301, Slovenská republika|||Čičava|['09301']|Slovenská republika|2012-01-17|
14315214|35556773|Mestský podnik služieb mesta Strážske||Príspevková organizácia|||Strážske, Námestie Alexandra Dubčeka 300/1, 07222, Slovenská republika|1|Námestie Alexandra Dubčeka|Strážske|['07222']|Slovenská republika|2004-01-01|
14315012|52913147|Real Divers||Združenie (zväz, spolok, spoločnosť, klub ai.)||||4|Gen. Svobodu|Svidník|['08901']|Slovenská republika|2019-12-13|
1186535|34875298|Alena Maslošová BP FENCE||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||37|Hlavná|Zemplínska Nová Ves|['07616']|Slovenská republika|1997-11-17|
9371622|00331708|Obec Malé Ozorovce||Obec (obecný úrad), mesto (mestský úrad)|||Malé Ozorovce, Hlavná ulica 108/29|29|Hlavná ulica|Malé Ozorovce|['07801']|Slovenská republika|1973-07-01|
802870|35875101|TURAY PLUS, s.r.o.||Spoločnosť s ručením obmedzeným||||531/4|Ružová|Častá|['90089']|Slovenská republika|2004-02-04|
15814026|54006937|Školská jedáleň, Lúčna 827/26, Vranov nad Topľou||Rozpočtová organizácia||||26|Lúčna|Vranov nad Topľou||Slovenská republika|2021-09-01|
824847|35846968|ESSOX FINANCE, s.r.o.||Spoločnosť s ručením obmedzeným||||16|Karadžičova|Bratislava|['82108']|Slovenská republika|2002-11-11|
9757812|52072762|Nadácia VSE||Nadácia||||31|Mlynská|Košice - mestská časť Staré Mesto|['04291']|Slovenská republika|2018-12-10|
3824152|10784926|Ing. Peter Leško PVS ONDAVA||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Nižný Mirošov|['09011']|Slovenská republika|1992-11-30|
9802221|00416282|Slovenský Červený kríž, územný spolok Vranov nad Topľou||Nezisková organizácia|||Vranov nad Topľou, Štúrova 130/10, časť obce: Vranov, 09301, Slovenská republika|10|Štúrova|Vranov nad Topľou|['09301']|Slovenská republika|1976-12-31|
14762259|53227042|Občianske združenie Vechcovčania pre rozvoj Horného Zemplína||Združenie (zväz, spolok, spoločnosť, klub ai.)||||330|Školská|Vechec|['094 12']|Slovenská republika|2020-08-17|
592227|36631124|Slovenská pošta, a.s.||Akciová spoločnosť||||9|Partizánska cesta|Banská Bystrica|['97599']|Slovenská republika|2004-10-01|
818623|30775264|SVOP, spol. s r.o.||Spoločnosť s ručením obmedzeným||||730/2|Pod rovnicami|Bratislava|['84104']|Slovenská republika|1991-12-31|
16305361|54627702|ALL agency s. r. o.||Spoločnosť s ručením obmedzeným||||524||Alekšince|['95122']|Slovenská republika|2022-05-26|
697154|44441576|Balkar, s. r. o.||Spoločnosť s ručením obmedzeným||||718/45|Budovateľská|Hanušovce nad Topľou|['09431']|Slovenská republika|2008-10-10|
696614|11943254|||Podnikateľ-fyzická osoba-zapísaný v obchodnom registri|||||||||1991-03-11|2021-10-23
3289012|||||||||||||1998-09-11|2003-09-08
9641318|50038371|JUDr. Jozef Krenický, advokát||Slobodné povolanie-fyzická osoba podnikajúca na základe iného ako živnostenského zákona||||43|Vajanského|Prešov|['08001']|Slovenská republika|2015-10-23|
933819|46657827|EASTGARDEN s.r.o.||Spoločnosť s ručením obmedzeným||||94|Čečehov|Čečehov|['07211']|Slovenská republika|2012-05-05|
377188|36328375|HANT BA, a.s.||Akciová spoločnosť||||1412/248|Hliny|Považská Bystrica|['017 07']|Slovenská republika|2003-04-22|
9405771|30794323|Pôdohospodárska platobná agentúra||Rozpočtová organizácia|||Bratislava - mestská časť Ružinov, Hraničná 4826/12, 81526, Slovenská republika|12|Hraničná|Bratislava - mestská časť Ružinov|['81526']|Slovenská republika|2003-12-01|
440049|35971967|UPC BROADBAND SLOVAKIA, s.r.o.||Spoločnosť s ručením obmedzeným||||36|Ševčenkova|Bratislava|['85101']|Slovenská republika|2005-12-30|
811437|47061341|N.S.E. s.r.o.||Spoločnosť s ručením obmedzeným||||302||Remetské Hámre|['07241']|Slovenská republika|2013-04-11|
1009309|35697270|Orange Slovensko, a.s.||Akciová spoločnosť||||8|Metodova|Bratislava|['82108']|Slovenská republika|1996-09-03|
4658150|31949622|Obecný futbalový klub Dlhé Klčovo||Združenie (zväz, spolok, spoločnosť, klub ai.)||||84|Dlhá|Dlhé Klčovo|['09413']|Slovenská republika|1990-07-24|
1070278|36038351|LESY Slovenskej republiky, štátny podnik||Štátny podnik||||8|Námestie SNP|Banská Bystrica|['97566']|Slovenská republika|1999-10-29|
3599197|47877448|Ing. Jozef Šuľak||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Jasenov|['06601']|Slovenská republika|2014-08-06|
873299|46221379|Energy green, s.r.o.||Spoločnosť s ručením obmedzeným||||710/25|Južná|Rožňava|['048 01']|Slovenská republika|2011-06-09|
585976|36041432|SOMI Systems a.s.||Akciová spoločnosť||||69|Lazovná|Banská Bystrica|['97401']|Slovenská republika|2000-05-03|
15690004|42232368|Súkromná základná umelecká škola, Jastrabie nad Topľou 112||Nezisková organizácia||||||Jastrabie nad Topľou||Slovenská republika|2011-09-01|
760927|46946039|TIMEO, s.r.o.||Spoločnosť s ručením obmedzeným||||674/15|Dubovická roveň|Lipany|['08271']|Slovenská republika|2013-01-16|
309762|47526483|ASOS, s.r.o.||Spoločnosť s ručením obmedzeným||||2355/11|M.A.Bazovského|Topoľčany|['95503']|Slovenská republika|2013-11-09|
9758654|52110478|VaK SERVIS, s.r.o.||Spoločnosť s ručením obmedzeným||||5000/1|Kuzmányho|Poprad|['05801']|Slovenská republika|2018-12-21|
9369799|42156424|Národná agentúra pre sieťové a elektronické služby||Príspevková organizácia|||Trnava, Ulica Kollárova 543/8, 91702, Slovenská republika|8|Ulica Kollárova|Trnava|['91702']|Slovenská republika|2009-01-01|
9647346|51846713|Minerva n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||47|Wuppertálska|Košice - mestská časť Sídlisko KVP|['04023']|Slovenská republika|2018-07-11|
16958493|42228662|Súkromná škola v prírode, Tatranská Lomnica 71, Vysoké Tatry||Nezisková organizácia||||71|Tatranská Lomnica|Vysoké Tatry||Slovenská republika|1956-07-01|
761141|44846207|STAVOTREND MI, s.r.o.||Spoločnosť s ručením obmedzeným||||60|Masarykova|Michalovce|['07101']|Slovenská republika|2009-10-29|
3637527|35459069|Ing. Dana Betáková||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||6|SNP|Humenné|['06601']|Slovenská republika|1998-11-02|
671076|36450332|Tatranská odpadová spoločnosť s.r.o., Žakovce||Spoločnosť s ručením obmedzeným||||189||Žakovce|['05973']|Slovenská republika|1997-10-15|
779936|36450847|BUKÓZA HOLDING, a.s.||Akciová spoločnosť||||2073|Hencovská|Hencovce|['09302']|Slovenská republika|1997-11-04|
9372648|37936859|Správa a údržba ciest Prešovského samosprávneho kraja||Rozpočtová organizácia|||Prešov, Jesenná 2689/14, časť obce: Solivar, 08005, Slovenská republika|14|Jesenná|Prešov|['08005']|Slovenská republika|2003-12-01|
850292|44020091|MB SERVIS, s.r.o.||Spoločnosť s ručením obmedzeným||||1242/19A|Kostolecká|Moravany nad Váhom|['92221']|Slovenská republika|2008-03-12|
4600438|45742952|SENIORCENTRUM SVÄTEJ ALŽBETY, nezisková organizácia||Nezisková organizácia poskytujúca všeobecne prospešné služby||||26|Slobody|Rozhanovce|['04442']|Slovenská republika|2014-05-02|
738180|47846470|SAGANSPORT s.r.o.||Spoločnosť s ručením obmedzeným||||15|Duklianska|Bardejov|['08501']|Slovenská republika|2014-07-15|
3175938|41748514|Ing. Pavel Jurko||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Kendice|['08201']|Slovenská republika|2002-05-06|
967691|47196823|DANASE s.r.o.||Spoločnosť s ručením obmedzeným||||4823/13|Prostějovská|Prešov|['08001']|Slovenská republika|2013-06-21|
15716349|53812948|UNIQA pojišťovna, a.s., pobočka poisťovne z iného členského štátu||Nešpecifikovaná právna forma||||3986/15|Krasovského|Bratislava - mestská časť Petržalka|['85101']|Slovenská republika|2021-05-21|
9370508|00324124|Obec Ďurďošík||Obec (obecný úrad), mesto (mestský úrad)|||Ďurďošík, 13|||Ďurďošík|['04445']|Slovenská republika|1973-07-01|
369869|36535605|REMEK, s.r.o.||Spoločnosť s ručením obmedzeným||||743/2|Nálepkova|Nitra|['94901']|Slovenská republika|2000-03-10|
688624|46928065|DUBOVÁ Rajec, s.r.o.||Spoločnosť s ručením obmedzeným||||26|Námestie SNP|Rajec|['01501']|Slovenská republika|2012-12-05|
16632499|55044999|Veronika Ravasová||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Soľ|['09435']|Slovenská republika|2022-11-11|
15468140|53640691|Drahoslava Dankaninová s.r.o.||Spoločnosť s ručením obmedzeným||||84|Petrovce nad Laborcom|Petrovce nad Laborcom|['07101']|Slovenská republika|2021-03-04|
9298253|51008190|DoorWin, s.r.o.||Spoločnosť s ručením obmedzeným||||1057/9|Juh|Vranov nad Topľou|['09301']|Slovenská republika|2017-08-12|
1073218|36576671|MI Top, spol. s r.o.||Spoločnosť s ručením obmedzeným||||33|Ul. Osloboditeľov|Košice-Barca|['04017']|Slovenská republika|2004-01-23|
436213|36046884|WEBY GROUP, s.r.o.||Spoločnosť s ručením obmedzeným||||2a|Nižovec|Zvolen|['96001']|Slovenská republika|2001-03-08|
781589|36195219|NOVA TRAINING, s.r.o.||Spoločnosť s ručením obmedzeným||||86|Popradská|Košice|['04011']|Slovenská republika|1999-12-14|
1746909|32693435|Ľubomír Somoš - SOMA||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Zemplínska Široká|['07213']|Slovenská republika|1994-07-18|
659482|44688997|INTERBAU s. r. o.||Spoločnosť s ručením obmedzeným||||520||Brezovica|['08274']|Slovenská republika|2009-03-24|
9690504|51937565|Best friends nursery||Združenie (zväz, spolok, spoločnosť, klub ai.)||||1|Okulka|Vranov nad Topľou|['09301']|Slovenská republika|2018-09-14|
713072|36823945|PROFIL INVEST SLOVAKIA, s.r.o.||Spoločnosť s ručením obmedzeným||||1250|Staničná|Vranov nad Topľou|['09301']|Slovenská republika|2007-08-28|
592628|36426041|PC SEMA, s.r.o.||Spoločnosť s ručením obmedzeným||||103|Bôrická cesta|Žilina|['01001']|Slovenská republika|2004-12-24|
13321792|31952640|Gréckokatolícka cirkev, farnosť Čičava||Cirkevná organizácia|||Čičava, 38, 09301, Slovenská republika|||Čičava|['09301']|Slovenská republika|1993-06-29|
744313|31719627|AGROMIX výrobno-obchodná spoločnosť, spol. s r.o.||Spoločnosť s ručením obmedzeným||||367||Sedliská|['09409']|Slovenská republika|1996-01-09|
4697607|42420032|Občianske združenie Zvedavé včielky||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Vyšný Žipov|['09433']|Slovenská republika|2015-01-30|
6984464|50172441|AIP projekt, s.r.o.||Spoločnosť s ručením obmedzeným||||10|Letná|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2016-04-26|
9388790|00003328|Slovenská správa ciest||Rozpočtová organizácia|||Bratislava - mestská časť Karlova Ves, Dúbravská cesta 1152/3, 84104, Slovenská republika|3|Dúbravská cesta|Bratislava - mestská časť Karlova Ves|['84104']|Slovenská republika|1991-06-13|
1013686|00585441|KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group||Akciová spoločnosť||||4|Štefanovičova|Bratislava|['81623']|Slovenská republika|1990-11-29|
2729195|41392931|Ing. Štefan Fenik||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||27|Slanská|Vranov nad Topľou|['09303']|Slovenská republika|2005-03-17|
9575406|51671905|REVIT HOUSE s. r. o.||Spoločnosť s ručením obmedzeným||||31|Hlavná|Stropkov|['091 01']|Slovenská republika|2018-04-26|
9113892|50729306|Dom seniorov Harmónia n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||||Rakovec nad Ondavou|['07203']|Slovenská republika|2017-02-27|
752649|47032898|ZEMOS-STAV s.r.o.||Spoločnosť s ručením obmedzeným||||178||Pavlovce|['09431']|Slovenská republika|2013-03-12|
9101713|50711946|AB & Partners, s.r.o.||Spoločnosť s ručením obmedzeným||||4|Námestie slobody|Humenné|['06601']|Slovenská republika|2017-02-15|
2727607|41985206|Mgr. Ján Fuňa||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Tovarné|['09401']|Slovenská republika|2006-03-01|
683680|45842337|Zetnet s.r.o.||Spoločnosť s ručením obmedzeným||||116||Košarovce|['09406']|Slovenská republika|2010-09-14|
6992254|50316656|Dominik Siničák - DOMINGÉZ||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||29|Partizánska|Snina|['06901']|Slovenská republika|2016-05-01|
2775836|||||||||||||2015-02-23|2024-01-15
17575665|56072902|Ing. Mária Kozáková - MK nechtové štúdio||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||16|Školská ulica|Slovenská Kajňa|['09402']|Slovenská republika|2024-02-09|
1033161|35790164|Kaufland Slovenská republika v.o.s.||Verejná obchodná spoločnosť||||41/A|Trnavská cesta|Bratislava|['83104']|Slovenská republika|2000-06-13|
